source,key,value
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairA
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,FKCColumnPairE
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnA
impaired,CustomerOrder,PKCColumnR
impaired,CustomerOrder,PKCColumnR
impaired,CustomerOrder,PKCColumnR
impaired,CustomerOrder,PKCColumnR
impaired,CustomerOrder,PKCColumnR
impaired,CustomerOrder,PKCColumnR
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
impaired,CustomerOrder,PKCColumnE
equivalent,CustomerOrder,UCColumnA
equivalent,CustomerOrder,UCColumnA
equivalent,CustomerOrder,UCColumnA
equivalent,CustomerOrder,UCColumnA
equivalent,CustomerOrder,UCColumnA
equivalent,CustomerOrder,UCColumnA
equivalent,CustomerOrder,UCColumnA
equivalent,Employee,UCColumnA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairA
impaired,Examination,FKCColumnPairE
impaired,Examination,FKCColumnPairE
impaired,Examination,FKCColumnPairE
impaired,Examination,FKCColumnPairE
impaired,Examination,FKCColumnPairE
impaired,Examination,PKCColumnA
impaired,Examination,PKCColumnA
impaired,Examination,PKCColumnA
impaired,Examination,PKCColumnA
impaired,Examination,PKCColumnA
impaired,Examination,PKCColumnR
impaired,Examination,PKCColumnE
impaired,Examination,PKCColumnE
impaired,Examination,PKCColumnE
impaired,Examination,PKCColumnE
impaired,Examination,PKCColumnE
equivalent,Examination,UCColumnA
equivalent,Examination,UCColumnA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairA
impaired,Flights,FKCColumnPairR
impaired,Flights,FKCColumnPairR
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,FKCColumnPairE
impaired,Flights,PKCColumnA
impaired,Flights,PKCColumnA
impaired,Flights,PKCColumnA
impaired,Flights,PKCColumnA
impaired,Flights,PKCColumnA
impaired,Flights,PKCColumnR
impaired,Flights,PKCColumnR
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,Flights,PKCColumnE
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairA
impaired,FrenchTowns,FKCColumnPairE
impaired,FrenchTowns,FKCColumnPairE
impaired,FrenchTowns,UCColumnA
impaired,FrenchTowns,UCColumnA
impaired,FrenchTowns,UCColumnA
impaired,FrenchTowns,UCColumnA
impaired,FrenchTowns,UCColumnA
impaired,FrenchTowns,UCColumnA
impaired,FrenchTowns,UCColumnA
impaired,FrenchTowns,UCColumnR
impaired,FrenchTowns,UCColumnR
impaired,FrenchTowns,UCColumnE
impaired,FrenchTowns,UCColumnE
impaired,FrenchTowns,UCColumnE
impaired,FrenchTowns,UCColumnE
impaired,FrenchTowns,UCColumnE
impaired,FrenchTowns,UCColumnE
impaired,FrenchTowns,UCColumnE
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
equivalent,FrenchTowns,PKCColumnA
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnR
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
redundant,FrenchTowns,UCColumnE
equivalent,Inventory,UCColumnA
redundant,Inventory,PKCColumnR
redundant,Inventory,UCColumnR
equivalent,Iso3166,UCColumnA
equivalent,IsoFlav_R2,PKCColumnA
equivalent,IsoFlav_R2,PKCColumnA
equivalent,IsoFlav_R2,PKCColumnA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairA
impaired,iTrust,FKCColumnPairE
impaired,iTrust,FKCColumnPairE
impaired,iTrust,FKCColumnPairE
impaired,iTrust,FKCColumnPairE
impaired,iTrust,FKCColumnPairE
impaired,iTrust,FKCColumnPairE
impaired,iTrust,PKCColumnA
impaired,iTrust,PKCColumnA
impaired,iTrust,PKCColumnA
impaired,iTrust,PKCColumnA
impaired,iTrust,PKCColumnA
impaired,iTrust,PKCColumnA
impaired,iTrust,PKCColumnR
impaired,iTrust,PKCColumnE
impaired,iTrust,PKCColumnE
impaired,iTrust,PKCColumnE
impaired,iTrust,PKCColumnE
impaired,iTrust,PKCColumnE
impaired,iTrust,PKCColumnE
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,iTrust,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,JWhoisServer,UCColumnA
equivalent,MozillaExtensions,UCColumnA
equivalent,MozillaExtensions,UCColumnA
redundant,MozillaExtensions,PKCColumnR
redundant,MozillaExtensions,UCColumnR
equivalent,MozillaPermissions,UCColumnA
impaired,NistDML181,FKCColumnPairA
impaired,NistDML181,FKCColumnPairA
impaired,NistDML181,FKCColumnPairR
impaired,NistDML181,FKCColumnPairR
impaired,NistDML181,FKCColumnPairE
impaired,NistDML181,FKCColumnPairE
impaired,NistDML181,FKCColumnPairE
impaired,NistDML181,FKCColumnPairE
impaired,NistDML181,PKCColumnA
impaired,NistDML181,PKCColumnR
impaired,NistDML181,PKCColumnR
impaired,NistDML181,PKCColumnE
impaired,NistDML181,PKCColumnE
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairR
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
impaired,NistDML182,FKCColumnPairE
